city,salary_men,salary_women,population
Vieux-Condé,12.1,9.9,9740
Villers-Outréaux,11.5,10.7,2038
Wahagnies,14.1,11.4,2575
Walincourt-Selvigny,12.2,10.9,1986
Wallers,13.0,11.3,5464
Wambrechies,17.6,13.6,9691
Warhem,15.6,12.2,2055
Wasquehal,18.8,13.8,20788
Watten,13.1,10.5,2378
Wattignies,14.4,12.6,13917
Wattrelos,12.2,10.5,40928
Wavrin,14.9,12.4,7606
Waziers,11.8,10.1,7537
Wervicq-Sud,16.1,12.1,5168
Wignehies,11.6,10.0,2828
Willems,16.7,13.1,3005
Wormhout,14.7,11.9,5336
Agnetz,16.7,12.7,2974
Andeville,14.7,12.4,3020
Auneuil,13.7,11.7,2762
Bailleul-sur-Thérain,13.9,11.2,1990
Beauvais,13.3,11.3,51927
Béthisy-Saint-Pierre,14.1,12.2,3040
Boran-sur-Oise,16.5,13.6,1984
Bornel,14.7,12.7,4693
Brenouille,15.6,12.9,2090
Bresles,12.9,11.3,4051
Breteuil,12.1,10.6,8536
Breuil-le-Sec,14.9,12.6,2251
Breuil-le-Vert,16.0,12.9,2835
Bury,13.6,11.4,2928
Cauffry,14.4,12.1,2436
Chambly,15.1,12.7,9772
Chantilly,19.5,15.7,10284
La Chapelle-en-Serval,19.0,15.5,2945
Chaumont-en-Vexin,14.8,12.6,2846
Choisy-au-Bac,19.3,13.4,3232
Cires-lès-Mello,13.4,10.9,3510
Clairoix,16.4,12.4,2060
Clermont,14.0,11.6,11275
Compiègne,16.8,12.9,39128
Coye-la-Forêt,23.4,17.7,3858
Creil,12.0,11.2,33391
Crépy-en-Valois,14.9,13.0,14575
Crèvecoeur-le-Grand,12.2,10.9,3274
Cuise-la-Motte,14.4,11.8,1968
Estrées-Saint-Denis,14.6,11.9,3545
Fitz-James,14.3,11.9,2282
Formerie,12.1,10.2,2035
Gouvieux,22.9,16.6,8778
Grandvilliers,12.6,10.6,3039
Hermes,13.1,10.8,2480
Jaux,17.6,13.3,2103
Lacroix-Saint-Ouen,17.3,13.4,4241
Lagny-le-Sec,18.0,15.1,1982
Laigneville,14.5,12.3,4155
Lamorlaye,25.8,16.9,8840
Liancourt,13.2,11.3,5971
Longueil-Annel,14.2,11.4,2412
Maignelay-Montigny,13.1,10.6,2745
Margny-lès-Compiègne,15.8,13.0,7452
Méru,13.7,11.6,13812
Le Mesnil-en-Thelle,16.4,13.4,2237
Le Meux,16.9,13.3,2049
Monchy-Saint-Éloi,15.2,13.0,1894
Montataire,12.5,10.7,12823
Mouy,12.8,10.9,5092
Nanteuil-le-Haudouin,14.9,13.6,3765
Neuilly-en-Thelle,15.1,12.7,3173
Noailles,14.4,11.4,3919
Nogent-sur-Oise,13.1,11.9,18348
Noyon,12.9,11.1,13156
Orry-la-Ville,21.9,16.6,3362
Le Plessis-Belleville,16.0,13.6,3233
Pontpoint,16.7,13.9,3047
Pont-Sainte-Maxence,14.2,12.2,12277
Précy-sur-Oise,19.5,14.6,3041
Rantigny,13.5,11.7,2506
Ribécourt-Dreslincourt,13.8,11.5,3721
Sainte-Geneviève,14.9,12.0,3777
Saint-Just-en-Chaussée,12.2,10.5,5894
Saint-Leu-d'Esserent,15.1,12.7,4536
Saint-Maximin,13.8,11.7,4373
Senlis,21.7,15.5,14831
Sérifontaine,13.1,11.6,2844
Thourotte,14.3,11.7,4416
Trosly-Breuil,16.3,11.1,1990
Venette,15.3,12.5,2640
Verberie,15.3,12.5,3993
Verneuil-en-Halatte,18.1,14.2,4512
Villers-Saint-Paul,13.6,12.2,6312
Villers-sous-Saint-Leu,17.8,14.6,2358
Alençon,12.4,10.9,24488
Argentan,11.6,10.5,12836
Condé-sur-Sarthe,13.5,11.6,2217
Damigny,14.0,11.9,2536
Domfront,11.2,9.8,145
La Ferté-Macé,12.2,10.3,5093
Flers,12.7,10.6,14374
Gacé,12.5,10.7,1801
L'Aigle,12.3,10.7,7517
Mortagne-au-Perche,12.4,10.8,3412
Saint-Georges-des-Groseillers,13.7,11.3,3194
Saint-Germain-du-Corbéis,13.5,11.4,3744
Sées,11.1,10.5,3731
Vimoutiers,11.7,10.4,3185
Achicourt,13.3,11.4,7645
Aire-sur-la-Lys,13.3,11.1,9476
Aix-Noulette,14.0,11.5,3825
Allouagne,14.0,11.1,2914
Angres,13.7,11.1,4160
Annay,13.3,11.1,4464
Annequin,12.9,10.6,2311
Annezin,14.0,11.7,5789
Anzin-Saint-Aubin,21.8,14.3,2625
Ardres,13.9,11.2,4067
Arques,12.6,10.7,10097
Arras,14.3,11.8,39665
Auchel,11.9,10.4,10548
Auchy-les-Mines,12.7,10.6,4526
Audruicq,14.2,11.0,5220
Auxi-le-Château,11.8,10.1,2657
Avesnes-le-Comte,11.9,9.9,2004
Avion,12.3,10.5,17751
Bapaume,12.2,10.0,3048
Barlin,12.0,10.5,7620
Beaurains,13.9,11.6,5226
Berck,11.8,10.9,13358
Béthune,13.5,12.1,24408
Beuvry,13.3,10.9,9124
Biache-Saint-Vaast,13.1,10.9,3852
Billy-Berclau,14.0,11.3,4359
Billy-Montigny,12.0,10.2,8110
Blendecques,12.4,10.6,4925
Boulogne-sur-Mer,12.1,10.5,41332
Bouvigny-Boyeffles,14.8,12.2,2350
Brebières,14.0,11.7,4747
Bruay-la-Buissière,12.0,10.4,22029
Bully-les-Mines,12.4,10.8,12286
Burbure,12.5,10.8,3008
Calais,12.6,10.8,70917
Calonne-Ricouart,12.1,10.2,5323
Camiers,12.3,10.3,2444
Carvin,12.5,11.2,16552
Cauchy-à-la-Tour,12.3,10.7,2857
Chocques,13.0,10.5,2936
Condette,20.0,13.4,2489
Coquelles,15.9,12.2,2324
Corbehem,13.3,10.9,2124
Coulogne,14.1,11.2,5372
Courcelles-lès-Lens,12.4,10.4,6841
Courrières,12.9,11.0,10484
La Couture,15.9,12.7,2938
Cucq,14.3,11.4,5050
Dainville,15.4,12.0,5172
Desvres,12.1,10.2,4905
Divion,11.9,10.3,6687
Dourges,13.1,11.0,5655
Douvrin,13.2,11.2,5054
Drocourt,12.5,10.7,3480
Ecques,14.1,10.9,1933
Éleu-dit-Leauwette,13.2,10.7,2869
Éperlecques,13.8,11.0,3401
Équihen-Plage,12.3,10.2,2830
Étaples,11.8,10.3,10932
Évin-Malmaison,12.5,10.6,4481
Fleurbaix,20.4,15.1,2540
Fouquières-lès-Lens,12.3,10.3,6248
Fruges,11.0,9.8,2182
Givenchy-en-Gohelle,15.0,13.4,1952
Gonnehem,16.1,11.8,2483
Grenay,11.4,9.8,8157
Guînes,12.6,10.3,5534
Haillicourt,12.3,10.5,4926
Haisnes,12.8,10.9,4315
Harnes,12.5,10.7,12305
Hénin-Beaumont,12.8,10.9,25952
Hersin-Coupigny,12.6,10.8,6019
Hesdin,12.1,10.4,1903
Hinges,16.4,12.4,2424
Houdain,12.6,10.9,7374
Hulluch,13.4,11.0,3221
Isbergues,12.9,10.8,8818
Labourse,13.7,11.0,2533
Lapugnoy,13.6,11.2,3425
Laventie,15.6,12.5,4757
Leforest,13.1,10.9,6905
Lens,12.4,10.7,30825
Lestrem,16.5,12.6,4272
Liévin,12.3,10.6,31007
Lillers,12.9,11.0,9904
Locon,16.5,12.8,2297
Loison-sous-Lens,12.7,10.6,5173
Longuenesse,12.6,11.0,10172
Loos-en-Gohelle,12.6,10.8,6341
Lumbres,12.7,10.2,3726
Marck,14.5,11.4,10599
Marles-les-Mines,11.6,10.0,5510
Maroeuil,16.6,12.6,2380
Marquise,13.0,10.8,4947
Mazingarbe,11.9,10.0,7698
Méricourt,12.6,10.6,11965
Merlimont,14.7,11.1,3322
Meurchin,13.3,11.3,3786
Montigny-en-Gohelle,12.1,10.6,10146
Montreuil,13.2,11.7,104388
Neufchâtel-Hardelot,19.0,13.2,3672
Noeux-les-Mines,12.2,10.4,12322
Noyelles-Godault,12.2,10.6,5311
Noyelles-lès-Vermelles,13.6,10.9,2283
Noyelles-sous-Lens,12.0,10.1,6728
Oignies,12.6,10.7,9484
Outreau,12.1,10.2,13820
Oye-Plage,16.8,11.9,5366
Pont-à-Vendin,12.4,10.4,3086
Le Portel,11.5,10.1,9359
Racquinghem,12.9,11.2,2303
Rang-du-Fliers,13.3,11.2,4138
Rety,13.2,11.0,1971
Richebourg,16.8,12.6,4056
Rinxent,12.9,10.5,2858
Rouvroy,12.1,10.3,9066
Sailly-Labourse,13.1,10.7,2060
Sailly-sur-la-Lys,16.0,13.1,3941
Sains-en-Gohelle,12.4,10.8,6112
Sainte-Catherine,17.5,13.8,4195
Saint-Étienne-au-Mont,12.9,10.8,5029
Saint-Folquin,17.1,11.9,2108
Saint-Laurent-Blangy,13.2,11.4,6375
Saint-Léonard,13.6,11.2,6714
Saint-Martin-Boulogne,13.3,11.1,11162
Saint-Nicolas,12.4,11.8,4838
Saint-Omer,12.7,11.0,13999
Saint-Pol-sur-Ternoise,11.8,10.5,4824
Saint-Venant,14.2,11.3,2700
Sallaumines,11.6,10.0,9545
Samer,12.2,10.1,3922
Sangatte,15.8,11.8,4714
Souchez,15.1,11.8,2505
Le Touquet-Paris-Plage,19.2,13.6,4267
Vendin-lès-Béthune,14.5,11.1,2368
Vendin-le-Vieil,13.0,10.8,7785
Vermelles,13.0,10.9,4449
Verquin,13.5,11.3,3404
Verton,14.3,11.3,2268
Vimy,16.9,12.7,4090
Violaines,14.1,11.7,3647
Vitry-en-Artois,13.9,11.5,4399
Wimereux,15.4,12.0,6782
Wimille,13.9,11.2,4134
Wingles,12.4,10.9,8328
Wizernes,12.8,10.6,3310
Libercourt,12.6,10.7,8383
Aigueperse,13.1,10.9,2509
Ambert,13.9,10.9,6407
Aubière,14.6,12.7,9035
Aulnat,12.2,10.7,3839
Auzat-la-Combelle,12.3,10.4,2109
Aydat,15.6,12.7,2215
Beaumont,16.8,13.3,16650
Billom,13.3,11.2,4295
Blanzat,15.4,12.6,3575
Brassac-les-Mines,12.3,10.3,2982
Cébazat,15.9,12.6,6959
Le Cendre,14.3,11.8,4894
Ceyrat,18.2,14.3,5915
Chamalières,19.2,14.4,16977
Châteaugay,16.4,13.4,3185
Châtel-Guyon,16.1,13.1,5884
Clermont-Ferrand,14.2,12.1,136506
Combronde,13.7,11.8,1999
Cournon-d'Auvergne,14.4,12.1,19277
Courpière,12.5,11.6,4125
Durtol,18.6,14.4,1828
Ennezat,15.4,12.5,2370
Gerzat,13.2,11.3,10217
Issoire,13.5,11.0,13585
Lempdes,13.7,11.5,7942
Lezoux,13.2,11.4,5262
Maringues,13.4,11.6,2525
Les Martres-d'Artière,14.6,11.8,2091
Les Martres-de-Veyre,14.3,12.0,3779
Mirefleurs,15.7,12.4,2318
Mozac,16.2,13.4,3647
Nohanent,17.3,14.0,2142
Orcet,16.1,12.9,2564
Orcines,17.3,14.0,3234
Orléat,16.0,12.6,2080
Pérignat-lès-Sarliève,20.7,14.2,2595
Peschadoires,14.1,11.3,2007
Pont-du-Château,14.8,12.0,10300
Puy-Guillaume,12.3,10.8,2487
Riom,15.0,12.3,17985
La Roche-Blanche,17.3,13.0,4124
Romagnat,15.9,12.7,7615
Royat,20.4,15.5,4657
Saint-Beauzire,15.7,12.9,2412
Saint-Bonnet-près-Riom,16.4,12.9,2071
Saint-Éloy-les-Mines,11.9,9.9,3507
Saint-Genès-Champanelle,17.9,13.5,3291
Saint-Georges-de-Mons,13.7,11.1,1953
Sayat,17.0,13.3,2161
Thiers,12.1,10.7,11113
Vertaizon,14.5,11.8,3017
Veyre-Monton,17.5,13.6,3310
Vic-le-Comte,15.0,12.6,4815
Volvic,15.1,12.6,4183
Anglet,15.3,12.2,37865
Arbonne,17.4,12.1,1970
Arcangues,17.2,12.7,3107
Artix,13.9,11.5,3501
Arudy,12.8,10.8,2140
Ascain,14.5,11.3,4140
Asson,14.8,11.9,2035
Bassussarry,19.6,13.3,2582
Bayonne,13.3,11.3,46457
Biarritz,15.9,12.5,24149
Bidart,15.8,11.8,6267
Billère,14.1,11.2,13033
Bizanos,17.3,12.1,4556
Bordes,15.4,11.4,3345
Boucau,13.5,11.0,7681
Briscous,14.5,11.6,2576
Cambo-les-Bains,13.1,11.4,5627
Ciboure,13.6,11.3,6460
Coarraze,14.6,11.4,1995
Espelette,13.6,11.4,2087
Gan,16.0,12.6,5305
Gelos,16.5,12.8,3369
Hasparren,12.8,10.9,6131
Hendaye,12.7,10.7,16166
Idron,22.0,14.5,4539
Itxassou,13.6,11.4,1949
Jurançon,15.3,11.7,6915
Lahonce,14.2,11.6,2188
Lescar,17.0,12.2,9553
Lons,16.5,12.5,12031
Mauléon-Licharre,12.4,10.6,2791
Monein,15.4,12.0,4342
Montardon,17.9,13.4,2173
Morlaàs,16.8,12.4,3952
Mouguerre,14.8,12.2,4892
Mourenx,13.5,10.3,6453
Nay,14.5,11.5,3036
Oloron-Sainte-Marie,13.0,10.8,10151
Orthez,13.8,11.1,10193
Pau,15.1,12.1,74319
Pontacq,13.7,11.1,2611
Saint-Jean-de-Luz,14.1,11.4,13052
Saint-Pée-sur-Nivelle,12.9,10.7,6116
Saint-Pierre-d'Irube,14.4,11.6,4504
Salies-de-Béarn,13.3,10.9,4348
Sare,12.1,9.9,2395
Sauvagnon,17.3,13.1,2974
Serres-Castet,16.7,12.5,4021
Urcuit,14.2,11.6,2218
Urrugne,13.7,11.0,9215
Urt,13.7,11.5,1924
Ustaritz,13.8,11.3,6365
Villefranque,14.9,11.9,2700
Argelès-Gazost,13.6,11.1,2816
Aureilhan,12.8,10.8,8801
Bagnères-de-Bigorre,12.2,10.6,7101
Barbazan-Debat,13.8,11.0,3405
Bordères-sur-l'Échez,12.7,10.7,4787
Ibos,14.5,11.3,2469
Juillan,13.8,11.0,4048
Lannemezan,12.8,10.4,5078
Lourdes,11.4,10.2,13392
Maubourguet,11.6,10.3,2358
Odos,16.6,12.2,3149
Ossun,13.4,10.7,2214
Séméac,13.4,11.1,4651
Soues,12.8,10.5,3155
Tarbes,12.3,10.7,39237
Vic-en-Bigorre,12.3,10.3,4458
Alénya,13.4,10.9,3365
Amélie-les-Bains-Palalda,11.3,10.0,3455
Argelès-sur-Mer,12.2,10.6,10083
Arles-sur-Tech,12.1,10.6,2527
Bages,12.2,10.9,4773
Baho,13.7,11.6,3080
Baixas,12.8,11.0,2550
Banyuls-sur-Mer,12.2,10.7,4451
Le Barcarès,12.5,10.4,4342
Bompas,13.1,11.0,6980
Le Boulou,11.9,10.8,5555
Cabestany,14.8,11.9,9362
Canet-en-Roussillon,13.6,11.5,11977
Canohès,15.2,11.9,5172
Céret,12.4,10.5,7425
Claira,12.5,11.3,3905
Collioure,13.3,11.2,2805
Corneilla-del-Vercol,12.5,10.5,2100
Elne,11.7,10.4,8314
Espira-de-l'Agly,13.1,10.4,3237
Ille-sur-Têt,11.8,10.2,5178
Laroque-des-Albères,13.7,11.1,2111
Latour-Bas-Elne,12.8,10.9,2298
Maureillas-las-Illas,13.2,10.9,2587
Millas,12.0,10.7,3968
Palau-del-Vidre,13.1,11.0,3193
Perpignan,12.2,11.2,117199
Pézilla-la-Rivière,12.7,11.3,3326
Pia,12.6,10.8,8287
Pollestres,13.2,11.2,4561
Ponteilla,13.2,11.2,2811
Port-Vendres,11.5,10.7,4062
Prades,11.6,10.4,7131
Rivesaltes,12.5,10.8,8365
Saint-André,12.7,10.7,59471
Saint-Cyprien,13.0,11.3,14310
Saint-Estève,13.6,11.2,11443
Saint-Féliu-d'Avall,12.3,11.4,2587
Saint-Génis-des-Fontaines,12.1,10.7,2657
Saint-Hippolyte,13.2,10.6,7282
Saint-Jean-Pla-de-Corts,13.3,11.2,2064
Saint-Laurent-de-la-Salanque,11.7,10.4,10138
Sainte-Marie,12.7,11.1,57951
Saint-Nazaire,13.0,11.7,71463
Saleilles,14.2,11.6,4931
Salses-le-Château,11.6,10.6,3113
Le Soler,13.1,11.4,7295
Sorède,12.7,10.6,2968
Thuir,12.9,10.8,6873
Torreilles,12.3,10.9,3585
Toulouges,14.3,11.8,6631
Villelongue-de-la-Salanque,13.2,11.1,3240
Villeneuve-de-la-Raho,15.1,12.0,3771
Achenheim,17.1,14.1,1943
Barr,15.5,12.1,6839
Benfeld,13.6,11.4,5495
Berstett,17.6,13.2,2401
Bischheim,12.8,11.3,16987
Bischoffsheim,19.0,13.5,3259
Bischwiller,12.3,10.5,11466
Boersch,16.9,13.0,2374
Bouxwiller,13.9,11.2,4286
La Broque,13.1,10.8,2714
Brumath,15.4,12.6,9277
Châtenois,15.6,12.3,6050
Dambach-la-Ville,15.8,12.2,1988
Dettwiller,13.7,11.5,2640
Dorlisheim,16.8,11.9,2391
Drusenheim,14.9,11.4,5012
Duttlenheim,15.9,12.8,2770
Ebersheim,14.4,12.1,2265
Eckbolsheim,15.3,12.8,6578
Entzheim,15.6,12.7,2065
Epfig,14.2,12.0,2253
Erstein,14.4,11.7,10914
Eschau,17.4,13.4,4794
Fegersheim,18.2,13.5,5450
Gambsheim,15.3,12.2,4577
Geispolsheim,16.1,12.9,6926
Gerstheim,16.4,11.8,3213
Geudertheim,14.8,12.1,2333
Gries,15.5,11.8,2750
Griesheim-près-Molsheim,17.4,13.2,2063
Gundershoffen,14.0,11.1,3582
Haguenau,14.7,11.7,33256
Herrlisheim,15.4,12.1,4627
Hilsenheim,14.4,12.1,2472
Hochfelden,14.9,12.1,3345
Hoenheim,13.7,12.0,10771
Hoerdt,16.3,12.5,4164
Holtzheim,16.1,13.0,3511
Huttenheim,14.2,11.9,2637
Illkirch-Graffenstaden,15.0,12.8,26031
Ingwiller,14.0,10.9,3935
Ittenheim,16.5,13.4,2127
Kaltenhouse,15.1,11.5,2097
Kilstett,16.3,13.3,2540
Lampertheim,18.9,14.4,2875
Lauterbourg,15.0,10.4,2219
Lingolsheim,14.3,12.0,17356
Lipsheim,17.7,13.2,2479
Marckolsheim,15.1,11.0,4060
Marlenheim,15.8,12.2,3980
Marmoutier,13.9,11.0,2565
Mertzwiller,14.3,11.6,3268
Molsheim,15.5,11.9,8863
Monswiller,13.8,11.6,2088
Mothern,12.9,10.3,2009
Mundolsheim,17.3,13.3,4748
Mutzig,13.7,11.4,5328
Niederbronn-les-Bains,14.7,11.2,4035
Betschdorf,13.3,11.1,3958
Oberhausbergen,16.9,14.0,4710
Oberhoffen-sur-Moder,14.6,11.9,3292
Obernai,16.0,12.4,10469
Oberschaeffolsheim,17.3,14.4,2271
Offendorf,16.6,12.8,2324
Ostwald,14.8,12.2,11744
Plobsheim,16.2,13.4,4142
Reichshoffen,14.9,11.1,5340
Reichstett,16.2,12.7,4279
Rhinau,14.1,11.2,2619
Roeschwoog,15.2,11.6,2292
Rosheim,16.9,13.2,4783
Sarre-Union,13.6,11.0,2788
Saverne,15.6,11.7,11111
Scherwiller,16.0,12.3,2981
Schiltigheim,13.2,11.6,30800
Schirmeck,12.9,10.9,2132
Schirrhein,15.1,11.4,2128
Schweighouse-sur-Moder,15.1,11.7,4717
Sélestat,14.0,11.3,19106
Seltz,14.6,10.7,3219
Sessenheim,15.0,11.3,2196
Souffelweyersheim,16.2,13.0,7475
Soufflenheim,13.4,10.8,4905
Soultz-sous-Forêts,14.1,10.9,2914
Strasbourg,14.3,12.1,265807
Truchtersheim,18.9,14.2,3771
Vendenheim,17.2,12.9,5414
La Wantzenau,22.3,15.0,5632
Wasselonne,13.5,11.4,5447
Weitbruch,14.9,11.9,2855
Weyersheim,15.6,12.2,3344
Wisches,14.1,10.9,2068
Wissembourg,13.9,10.7,7455
Wittisheim,14.3,11.2,2080
Wolfisheim,16.2,12.8,3870
Altkirch,13.8,10.8,5563
Andolsheim,18.0,13.3,2170
Baldersheim,17.0,12.5,2468
Bartenheim,14.5,11.5,3644
Biesheim,15.8,12.1,2402
Blotzheim,15.2,11.1,4496
Bollwiller,13.9,11.1,3778
Buhl,13.7,10.9,3753
Carspach,14.7,11.5,1872
Cernay,13.7,11.0,11563
Colmar,14.6,11.4,66288
Dannemarie,12.7,10.1,2455
Ensisheim,15.0,11.4,6954
Fessenheim,18.4,12.4,2358
Guebwiller,13.1,10.6,10929
Habsheim,15.7,12.0,4782
Hégenheim,16.6,11.5,3405
Hésingue,15.6,11.8,2607
Hirsingue,12.4,10.6,2057
Hochstatt,18.1,13.3,1921
Horbourg-Wihr,15.8,12.2,5370
Huningue,13.0,10.9,6993
Illfurth,16.5,12.2,2460
Illzach,13.1,11.0,14161
Ingersheim,14.7,11.3,4403
Issenheim,15.0,11.0,3240
Kembs,16.0,11.7,4883
Kingersheim,13.6,11.0,12714
Labaroche,16.2,12.7,2123
Lutterbach,15.2,11.8,6083
Morschwiller-le-Bas,16.0,12.7,3570
Mulhouse,12.9,10.9,107352
Munster,13.2,10.5,4596
Orbey,14.0,11.3,3405
Pfastatt,14.5,11.5,9129
Pulversheim,15.4,11.2,2808
Ribeauvillé,14.4,11.6,4439
Richwiller,15.0,11.7,3522
Riedisheim,17.0,12.7,11843
Rixheim,14.7,12.1,13468
Rosenau,14.5,11.9,2243
Rouffach,14.7,11.4,3905
Ruelisheim,15.8,12.3,2258
Saint-Amarin,14.5,10.5,2262
Sainte-Croix-aux-Mines,13.0,11.3,1923
Sainte-Croix-en-Plaine,15.9,11.9,2848
Saint-Louis,13.0,10.6,75519
Sainte-Marie-aux-Mines,12.4,10.8,4761
Sausheim,15.5,12.3,5342
Sierentz,14.7,11.5,3248
Soultz-Haut-Rhin,14.3,11.2,6979
Soultzmatt,15.6,12.1,2297
Staffelfelden,13.6,11.1,3747
Thann,14.1,11.3,7601
Turckheim,15.6,11.8,3569
Ungersheim,15.3,11.6,2072
Vieux-Thann,13.7,10.6,2886
Village-Neuf,15.8,12.9,3836
Volgelsheim,13.7,10.6,2263
Wintzenheim,15.1,11.5,7275
Wittelsheim,13.3,11.1,10244
Wittenheim,13.4,10.8,14468
Zillisheim,17.0,12.9,2592
Albigny-sur-Saône,19.3,13.3,2263
Amplepuis,12.6,10.3,4626
Ampuis,16.5,12.4,2556
Anse,16.3,12.5,6494
L'Arbresle,15.3,12.3,5968
Arnas,15.6,12.2,3424
Beaujeu,13.1,11.5,2041
Belleville,13.4,11.0,9393
Bessenay,15.9,13.0,2175
Le Bois-d'Oingt,16.9,12.7,2171
Brignais,17.1,13.9,11176
Brindas,20.9,14.6,5775
Bron,14.6,12.8,37516
Bully,16.3,12.8,3217
Cailloux-sur-Fontaines,22.3,16.3,2541
Caluire-et-Cuire,19.1,14.9,41530
Champagne-au-Mont-d'Or,18.2,14.9,5672
Chaponost,22.1,15.5,8076
Charbonnières-les-Bains,29.4,17.5,4933
Charly,25.6,15.9,4622
Chasselay,22.8,15.8,2905
Châtillon,19.0,14.7,39335
Chazay-d'Azergues,20.7,14.8,4060
Collonges-au-Mont-d'Or,29.7,17.7,3879
Condrieu,15.6,12.5,3650
Couzon-au-Mont-d'Or,17.6,13.5,2359
Craponne,18.5,14.2,10582
Dardilly,24.0,16.7,8186
Dommartin,25.8,16.7,4520
Écully,24.1,15.8,16902
Fleurieux-sur-l'Arbresle,18.9,15.0,2345
Fontaines-Saint-Martin,25.1,16.9,2813
Fontaines-sur-Saône,17.1,13.8,6578
Francheville,19.7,14.3,16024
Givors,12.5,11.0,18931
Gleizé,16.6,12.3,7368
Grézieu-la-Varenne,18.7,13.5,5261
Grigny,13.6,11.4,37416
Irigny,16.6,13.5,8242
Lentilly,20.9,16.0,5195
Limas,16.5,13.2,4520
Limonest,30.4,15.8,3246
Lissieu,25.3,16.4,3120
Loire-sur-Rhône,14.7,12.5,2414
Lozanne,16.2,13.2,2543
Lyon,17.4,14.0,491457
Marcy-l'Étoile,19.8,15.9,3209
Messimy,16.8,13.9,3367
Millery,20.8,15.7,5079
Montagny,18.0,13.3,4299
Morancé,21.5,15.5,2000
Mornant,17.0,13.4,5307
La Mulatière,15.0,12.9,6166
Neuville-sur-Saône,15.5,12.4,7051
Orliénas,19.5,14.7,2326
Oullins,14.7,12.4,25770
Pierre-Bénite,13.3,11.8,10110
Pollionnay,19.0,14.0,1993
Pommiers,21.7,15.7,3605
Pontcharra-sur-Turdine,14.0,11.1,2551
Quincieux,16.9,13.3,3333
Sain-Bel,15.3,12.9,2260
Soucieu-en-Jarrest,16.9,13.8,4159
Saint-Cyr-au-Mont-d'Or,34.8,18.7,5165
Saint-Didier-au-Mont-d'Or,35.6,19.3,6185
Saint-Fons,11.8,10.6,17474
Sainte-Foy-lès-Lyon,21.7,15.4,21206
Saint-Genis-Laval,18.9,14.1,20396
Saint-Genis-les-Ollières,20.6,15.0,4565
Saint-Georges-de-Reneins,15.2,12.5,4314
Saint-Germain-au-Mont-d'Or,17.8,14.5,2986
Saint-Germain-Nuelles,18.6,14.4,2329
Saint-Jean-d'Ardières,14.0,11.2,3933
Saint-Laurent-d'Agny,18.4,14.9,2105
Saint-Martin-en-Haut,14.8,11.6,3704
Saint-Maurice-sur-Dargoire,15.5,12.6,2148
Saint-Pierre-la-Palud,16.8,13.5,2519
Saint-Symphorien-sur-Coise,12.7,10.4,3396
Taluyers,17.4,13.6,2377
Tarare,11.9,10.4,10376
Tassin-la-Demi-Lune,19.7,14.7,21351
Thizy-les-Bourgs,11.9,10.2,5829
Thurins,15.7,12.8,2920
La Tour-de-Salvagny,23.1,15.2,3931
Vaugneray,17.8,13.6,5025
Vaulx-en-Velin,11.9,10.5,44394
Vénissieux,12.2,11.1,61275
Vernaison,18.5,14.4,4298
Villefranche-sur-Saône,13.2,11.5,35203
Villeurbanne,14.4,12.6,144884
Villié-Morgon,14.1,11.5,2046
Vourles,22.3,16.0,3174
Chaponnay,19.3,15.2,3898
Chassieu,18.6,15.0,9723
Communay,18.8,14.4,4158
Corbas,15.3,12.9,9683
Décines-Charpieu,14.0,12.0,26876
Feyzin,14.3,12.1,9195
Genas,19.5,15.1,12173
Genay,18.1,13.4,5664
Jonage,17.3,13.6,5871
Meyzieu,15.4,12.8,31416
Mions,16.0,13.2,12506
Montanay,22.4,15.4,2926
Pusignan,15.7,12.8,3891
Rillieux-la-Pape,14.4,12.2,30173
Saint-Bonnet-de-Mure,18.2,13.8,6506
Saint-Laurent-de-Mure,16.7,13.4,5345
Saint-Pierre-de-Chandieu,17.5,13.8,4518
Saint-Priest,13.9,12.1,45318
Saint-Symphorien-d'Ozon,15.7,13.3,5397
Sathonay-Camp,15.4,12.8,5276
Sathonay-Village,22.2,15.8,2252
Sérézin-du-Rhône,17.3,13.3,2568
Solaize,18.1,14.3,2938
Ternay,18.2,13.9,5716
Toussieu,18.5,13.6,2592
Colombier-Saugnieu,14.8,13.2,2380
Arc-lès-Gray,12.4,10.3,2414
Champagney,13.7,11.3,4558
Échenoz-la-Méline,13.5,11.7,3118
Fougerolles,12.8,10.9,3818
Gray,11.9,10.2,4842
Héricourt,13.7,10.8,9723
Lure,13.0,11.1,7761
Luxeuil-les-Bains,12.7,11.3,6625
Noidans-lès-Vesoul,12.5,10.8,1962
Port-sur-Saône,12.0,10.7,2969
Rioz,13.7,11.5,2185
Ronchamp,12.7,10.7,2763
Saint-Loup-sur-Semouse,10.8,9.8,3071
Saint-Sauveur,11.9,10.6,11618
Vaivre-et-Montoille,13.4,11.6,2359
Vesoul,11.8,10.9,14480
Autun,12.8,10.8,13236
Blanzy,13.2,10.8,6208
Bourbon-Lancy,13.4,11.0,4769
Branges,11.7,10.5,2390
Le Breuil,15.5,11.8,4790
Buxy,14.8,11.7,1966
Chagny,12.9,10.8,5670
Chalon-sur-Saône,13.2,11.1,43627
Champforgeuil,13.8,10.9,2369
La Chapelle-de-Guinchay,13.5,11.1,3861
Charnay-lès-Mâcon,16.3,12.4,6530
Charolles,12.7,11.0,2465
Châtenoy-le-Royal,14.9,11.3,5950
Chauffailles,12.5,10.6,3504
Ciry-le-Noble,13.3,10.9,2186
